City Name,Cloudiness,Current Temp,Humidity,Latitude,Max Temp,Wind Speed
Bhuj,0,82.75,78,23.27,82.75,10.56
Haldibari,8,71.5,89,26.33,71.5,2.62
Sid,0,64.4,63,45.13,64.4,8.05
Uchkent,75,62.6,59,43.11,62.6,11.18
Tsaghkaber,75,50,87,40.8,50,16.11
Srednebelaya,0,50,76,50.66,50,4.47
Gagatli,92,44.23,94,42.8,44.23,1.39
Fushe-Kruje,0,71.6,88,41.48,71.6,3.36
Shumyachi,0,61.06,53,53.86,61.06,10.33
Ratnapura,92,73.75,98,6.68,73.75,8.21
Niwari,40,89.6,43,28.88,89.6,9.17
Sivaki,0,61.42,66,52.63,61.42,7.09
Gobolka Shabeellaha Hoose,68,78.34,87,1.1,78.34,12.46
Simala,90,82.4,78,9.97,82.4,3.36
Hipona,68,78.25,99,11.42,78.25,2.84
Wabag,68,54.22,97,-5.48,54.22,2.28
Moniquira,88,69.43,92,5.88,69.43,2.06
Buenavista,56,78.61,91,13.87,78.61,3.96
Harrisburg,1,83.91,62,40.27,87.8,5.82
Harper Woods,1,87.44,29,42.43,93.2,10.29
Bielsko-Biala,0,61.65,72,49.82,64.4,2.24
Talospatang,24,70.24,94,15.92,70.24,2.73
Sandolot,80,78.79,100,9.1,78.79,5.64
Port Hueneme,90,64.06,77,34.15,64.4,10.29
Newcastle,40,57.2,93,-32.93,57.2,8.05
Kyprinos,88,68.44,54,41.58,68.44,7.43
Chhoti Sadri,0,87.61,39,24.38,87.61,11.01
Cavan,0,61.51,74,53.99,61.51,8.77
Masally,75,62.6,77,39.03,62.6,3.36
Pingtung,75,81.23,83,22.55,84.2,4.7
Digkilaan,92,77.98,100,8.26,77.98,1.72
Trumbull,32,81.05,48,41.24,89.6,9.17
Amreli,0,81.49,84,21.62,81.49,11.23
Butubut Norte,20,69.07,94,16.8,69.07,3.85
East Islip,40,79.2,69,40.73,86,10.29
Khambhaliya,0,82.48,89,22.21,82.48,10.11
Bhikangaon,0,86.62,43,21.87,86.62,11.79
Oakley,1,85.93,26,38,96.8,4.7
Munirabad,24,74.56,95,15.33,74.56,10.22
Pamplona,40,84.79,49,7.44,91.4,9.17
Bernau bei Berlin,0,76.08,29,52.67,77,6.93
Hallandale Beach,75,84.99,55,25.98,87.8,8.05
Tabora,0,59.98,64,-5.02,59.98,5.19
Saaremaa,0,66.2,39,58.16,66.2,5.82
Orobo,20,75.2,64,-7.73,75.2,5.82
Apatou,68,76.9,95,5.15,76.9,3.74
Iroikon,0,54.94,96,40.58,54.94,2.06
Verkh-Usugli,0,48.64,79,52.68,48.64,2.39
Guaimaro,40,89.6,52,21.05,89.6,5.82
Koygorodok,100,49.09,95,60.44,49.09,4.97
Panguna,88,82.03,100,-6.83,82.03,4.29
Uvarovo,0,51.97,53,51.98,51.97,7.76
Zelenika,48,60.8,82,42.82,60.8,2.17
Kawagoe,75,66.83,82,35.91,68,2.73
Ogori,75,68,88,34.1,68,3.4
Balete,88,75.01,96,11.55,75.01,1.39
Calvini,0,60.61,50,45.25,60.61,5.08
Fukumitsu,75,64.4,77,36.55,64.4,3.36
Ajaccio,40,68,82,41.93,69.8,4.7
Vrede,0,36.94,86,-27.43,36.94,2.73
Chinchpokli,40,87.8,74,18.98,87.8,10.29
Dewa,40,82.4,69,27.03,82.4,3.36
Gubbio,40,71.67,83,43.35,73.4,2.39
Brive-la-Gaillarde,0,60.8,93,45.16,60.8,3.06
Robertsganj,0,84.46,47,24.7,84.46,8.77
Adrar,0,93.2,12,27.9,93.2,9.17
Ramos,40,80.6,78,15.67,80.6,2.24
Chaohu,100,69.8,94,31.6,69.8,4.47
Nelson,75,57.79,87,53.83,60.8,11.41
Vardenis,88,47.38,100,40.18,47.38,1.39
Zakopane,20,57.2,87,49.3,57.2,3.36
Burke,75,81.5,66,38.79,84.2,5.82
Keller,20,93.54,38,32.93,95,11.41
Mafeteng,0,32.89,80,-29.82,32.89,2.95
Canmaya Diot,90,82.4,78,9.94,82.4,3.36
La Zumbadora,20,80.05,82,15.02,80.05,1.5
Wajir,0,79.24,63,1.75,79.24,11.68
Bithur,40,82.4,69,26.63,82.4,3.36
Changqing,0,55.84,71,36.56,55.84,2.06
Remetea,8,64.4,72,46.73,64.4,4.7
Taveta,24,63.31,88,-3.4,63.31,3.06
Bakrak,75,44.6,100,54.07,44.6,2.24
Cardenden,0,59.41,87,56.13,62.6,5.82
Oppdal,0,51.25,79,62.6,51.25,2.39
Traiguen,68,48.28,93,-38.25,48.28,3.74
Intipuca,75,87.8,66,13.2,87.8,4.7
San Agustin Tlaxiaca,0,86.8,19,20.12,86.8,7.65
Clinton,40,91.04,49,35.52,95,17.22
Pekan Nenas,75,78.82,88,1.51,80.6,2.24
Sofronea,0,65.37,68,46.27,66.2,5.82
San Remigio,76,83.29,100,11.08,83.29,8.21
Vladyslavivka,20,68.89,69,45.17,68.89,21.85
San Jose,32,81.04,100,9.8,81.04,5.19
Iacobeni,0,59,67,46.05,59,3.36
Naousa,0,69.8,68,37.12,71.6,11.41
Koubia,8,74.02,86,11.58,74.02,3.4
Saint Leonard,1,70.43,30,47.17,71.6,17.22
Gedinne,0,61.72,100,49.98,62.6,2.24
Heinola,0,69.8,37,61.22,69.8,13.87
Dormont,20,87.48,48,40.4,89.6,8.05
Cabadiangan,56,74.38,100,10.15,74.38,2.84
Zhongshanzhuang,40,80.6,78,24.11,80.6,5.82
Norilsk,92,34.33,92,69.35,34.33,6.98
Acworth,75,78.62,83,34.07,82.4,10.29
Birpur,8,73.3,87,26.52,73.3,3.62
Consuelo,56,74.38,100,10,74.38,2.84
Tsiombe,0,51.07,86,-25.3,51.07,3.06
Nesebar,0,66.38,68,42.65,68,5.82
Pantijan No 2,75,84.2,74,14.25,84.2,5.82
Malchin,20,66.2,63,53.73,66.2,10.29
Shirokiy,0,56.02,79,49.76,56.02,3.74
Libreville,75,82.4,78,0.38,82.4,11.41
Narva,0,65.29,50,59.38,65.29,12.24
Coronel Marcelino Mariduena,20,87.8,55,-2.2,87.8,4.7
Bucak,75,65.57,82,37.46,71.6,10.29
Mabua,20,80.05,100,9.8,80.05,6.42
Salsk,0,60.7,28,46.45,60.7,15.7
Portmarnock,20,60.87,82,53.42,62.6,9.17
Opopeo,5,80.6,42,19.4,80.6,11.41
Rubbestadneset,32,64.4,77,59.81,64.4,2.24
Preeceville,0,78.52,53,51.95,78.52,3.96
Topolog,12,62.6,67,44.88,62.6,6.93
Tervuren,20,64.62,93,50.82,69.8,5.82
Golden Valley,75,87.69,54,45.01,95,16.11
Graham,40,78.04,78,36.07,80.6,3.36
Bressanone,40,72.45,43,46.72,73.4,11.41
Aris,20,68,82,37.1,68,1.05
Keizer,40,61.52,42,44.99,62.6,9.17
Koson,0,64.4,20,39.06,64.4,6.93
Harvard,1,84.4,48,42.42,91.4,8.05
Luz,76,68.62,51,-19.8,68.62,5.53
Santiago do Cacem,75,60.8,77,38.02,60.8,8.1
Linden,40,86.74,45,40.62,91.4,8.05
Kirchhundem,20,66.2,88,51.1,66.2,8.05
Pimonte,40,76.32,54,40.68,78.8,2.24
Travnik,0,60.8,93,44.23,60.8,4.7
Guderup,0,66.9,68,54.99,68,14.99
Londiani,88,57.01,99,-0.17,57.01,1.95
Slobozia Bradului,24,58.45,64,45.52,58.45,1.83
Poroshkovo,0,60.34,72,48.67,60.34,1.95
Cardito,40,76.23,54,40.95,78.8,2.24
Krasnaya Polyana,64,55.75,72,56.24,55.75,10.45
Yumbing,8,78.61,98,9.24,78.61,4.41
Korba,8,87.07,47,22.35,87.07,11.79
Aserrio de Gariche,92,78.79,100,8.48,78.79,3.74
Bagno a Ripoli,20,75.2,60,43.75,75.2,5.82
Tepechitlan,0,91.12,27,21.67,91.12,3.62
Momignies,0,62.04,100,50.03,62.6,2.24
Luntal,75,84.2,74,14.02,84.2,5.82
Panglao,80,80.32,100,9.58,80.32,7.76
Pariquera Acu,0,65.29,83,-24.72,65.29,6.31
Tysse,32,65.83,46,60.39,65.83,1.95
Palatca,0,62.8,67,46.85,68,6.98
Iselin,40,86.74,45,40.58,91.4,8.05
Sapiranga,0,75.76,50,-29.63,80.6,4.7
Baraut,40,89.6,43,29.1,89.6,9.17
Murakami,92,65.56,84,38.23,65.56,13.69
Ungheni,0,69.8,46,47.2,69.8,4.7
Sombreffe,0,63.93,100,50.52,68,2.24
Jipijapa,75,82.4,69,-1.33,82.4,9.17
Tracy,1,85.32,23,37.74,96.8,10.29
Mambago,75,77,100,7.11,77,5.82
Ebebiyin,12,73.39,94,2.15,73.39,2.51
Tacoma,90,58.6,62,47.25,60.8,3.4
Porto San Giorgio,20,75.2,73,43.18,75.2,10.67
Patzun,40,78.8,57,14.68,78.8,20.8
Santo Tomas,40,91.4,63,12.07,91.4,4.7
Komsomolets,75,58.06,67,44.02,59,15.66
Cimitarra,36,84.19,72,6.31,84.19,2.62
Lanao,68,83.74,100,11.26,83.74,11.12
Eldoret,75,60.8,93,0.52,60.8,6.93
Juripiranga,40,78.8,74,-7.37,78.8,12.75
Feldbach,75,64.42,93,46.95,66.2,2.24
Horki,44,63.94,54,54.28,63.94,8.21
Casatenovo,20,66.49,69,45.7,73.4,2.24
North Pembroke,1,81.12,60,42.07,89.6,5.82
Palma Soriano,20,82.27,58,20.22,86,12.75
Monte Lirio,92,69.7,96,8.78,69.7,1.05
Pustomyty,0,60.8,72,49.72,60.8,4.47
Wawina,32,83.47,95,15.42,83.47,4.85
Binzhou,0,47.11,86,45.75,47.11,2.39
Yuzhno-Kurilsk,76,44.59,100,44.03,44.59,9.78
Stramberk,0,59,100,49.59,59,2.24
Palaiseau,20,62.62,93,48.72,64.4,3.36
Bailleul,88,61.11,88,50.74,68,3.36
Puruandiro,40,93.2,18,20.08,93.2,2.24
Makhinjauri,90,66.2,88,41.68,66.2,9.17
Heroica Zitacuaro,0,85.72,35,19.4,85.72,3.06
San Jose de Tarros,40,91.4,66,15.3,91.4,6.93
Zirndorf,75,67.08,88,49.45,69.8,6.93
Itirapina,0,77,25,-22.25,77,2.24
Canarana,20,71.95,62,-11.68,71.95,13.8
Kopychyntsi,0,65.29,53,49.1,65.29,9.44
Isiolo,0,66.19,77,0.35,66.19,5.41
El Puerto de Santa Maria,75,63.57,72,36.6,64.4,8.05
Hrazdan,75,60.8,93,40.5,60.8,4.7
Verkhniy Kaltan,24,44.41,91,53.42,44.41,1.95
Kolimvarion,20,68,72,35.55,68,5.53
Sapucai,0,80.59,38,-25.67,80.59,6.2
Naurskaya,92,59.62,58,43.65,59.62,12.46
Sozimskiy,92,46.12,97,59.74,46.12,5.3
Lombard,90,84.87,51,41.88,91.4,8.05
Garhmuktesar,8,79.87,49,28.82,79.87,9.66
Zolotkovo,0,60.43,45,55.51,60.43,11.23
Asarganj,0,77.08,80,25.15,77.08,7.43
Prigor,0,68,56,44.94,68,4.7
Santa Angel,88,75.01,96,11.31,75.01,1.39
Oarta de Jos,0,64.4,68,47.45,64.4,4.7
Privodino,92,54.94,96,61.08,54.94,8.55
Sona,40,74.55,64,45.43,75.2,5.82
Niksar,44,54.85,95,40.59,54.85,1.95
Malabor,8,82.39,100,11.27,82.39,10.56
Ghanaur,100,86.53,37,30.33,86.53,3.4
Naranjal,0,80.6,42,-25.97,80.6,11.41
Bletchley,90,58.15,100,51.98,60.8,14.99
Coscomatepec de Bravo,36,78.88,38,19.07,78.88,4.07
Breasta,0,62.6,59,44.33,62.6,6.93
Mettet,0,63.23,100,50.32,64.4,2.24
Dumra,8,77.89,82,26.57,77.89,9.78
Bovolone,40,74.55,64,45.25,75.2,5.82
San Antonio,40,80.6,74,9.98,80.6,12.75
Tooele,40,71.17,49,40.53,73.4,4.41
Paraiso,40,83.25,74,9.03,84.2,8.05
Mezoszilas,0,72.4,46,46.81,72.4,10.67
Zlatoust,32,33.52,88,55.17,33.52,3.51
Aboisso,68,77.98,90,5.47,77.98,6.76
Barayong,68,80.05,90,13.1,80.05,4.29
Sheen-Esher-Aberdeen-et-Malakoff,20,77,38,46.17,77,3.36
Marly-le-Roi,36,62.4,93,48.87,64.4,2.24
Kaiserslautern,1,64.4,93,49.45,69.8,3.36
Tegh,80,42.7,96,39.55,42.7,2.51
Soponya,0,72.4,46,47.01,72.4,10.67
Coatbridge,0,59.61,72,55.87,62.6,11.41
Shelopugino,0,50.26,81,51.65,50.26,2.39
Atarfe,75,60.8,59,37.22,60.8,12.75
Nagareyama,75,65.82,82,35.85,68,4.41
Verkhnyachka,0,60.88,47,48.83,60.88,10.45
Ganeasa,0,66.2,42,44.48,68,1.12
Nelipyno,0,60.34,72,48.56,60.34,1.95
Huiyaozi,12,77.62,100,22.93,77.62,7.09
Choa Saidan Shah,0,66.19,75,32.72,66.19,4.41
Wanzhi,80,70.33,89,31.15,70.33,9.44
Pacatuba,20,84.2,70,-3.97,84.2,10.29
Besleney,88,59.62,63,44.24,59.62,21.07
Sugcad,68,80.05,90,13.37,80.05,4.29
Mweka,0,78.25,76,-4.85,78.25,2.17
Kamina,0,67.54,58,-8.74,67.54,6.42
Pueblo,1,74.59,21,38.25,82.4,11.41
Catanduva,20,78.8,34,-21.13,78.8,2.24
Huejutla de Reyes,0,93.91,49,21.13,93.91,4.85
Alcantara,48,84.19,100,12.26,84.19,14.03
Poirino,40,65.17,77,44.92,68,4.7
Cremona,0,72.28,77,45.12,75.2,4.7
Grahamstown,0,48.91,72,-33.3,48.91,4.63
Barra Patuca,12,84.19,93,15.8,84.19,14.25
Kozluk,40,68,64,38.19,68,5.82
Sahaswan,0,81.31,47,28.08,81.31,9.22
Ouangani,0,77,88,-12.85,77,2.24
Jenison,1,92.5,38,42.91,95,8.05
Santo Tomas,64,74.29,91,15.75,74.29,1.83
Eremitu,0,59,67,46.67,59,3.36
Marks,0,57.2,41,51.71,57.2,11.18
New Sibonga,75,77,100,7.56,77,5.82
Custóias,64,55.75,96,41.11,55.75,2.51
Pereleshino,0,48.2,70,51.74,48.2,4.47
São João da Madeira,75,59,93,40.9,59,6.93
Massandra,32,68.89,78,44.52,68.89,22.86
Calasiao,24,70.24,94,16,70.24,2.73
Hingatungan,64,81.49,100,10.58,81.49,7.54
Provatas,48,65.02,75,41.07,65.02,1.61
La Pintada,56,82.39,87,8.6,82.39,6.76
Bani Walid,32,72.31,60,31.77,72.31,6.64
Kanjiza,0,69.8,64,46.07,69.8,6.93
Chita,92,57.82,85,6.19,57.82,2.39
Basco,20,86.71,93,20.45,86.71,8.1
Tonala,5,89.6,25,20.62,89.6,4.7
Sasso Marconi,75,65.12,88,44.4,75.2,5.82
Agiasma,40,71.6,68,40.95,71.6,4.7
Skogsvagen,32,61.69,75,60.22,61.69,2.84
Meudon,20,62.62,93,48.81,64.4,3.36
La Teste-de-Buch,0,61.12,87,44.63,62.6,3.36
Krasnoye,0,50.17,57,50.93,50.17,5.19
Melissia,0,72.48,35,38.05,73.4,9.17
Malainen Luma,75,84.2,74,14.27,84.2,5.82
Pavlovskiy Posad,0,59,54,55.78,59,6.71
Zaokskiy,0,60.25,45,54.73,60.25,11.56
Dix Hills,1,80.62,69,40.8,89.6,9.17
Young,56,44.68,99,-34.31,44.68,8.55
San Mateo,40,80.6,78,15.21,80.6,2.24
Busayra,0,65.65,68,30.74,65.65,2.28
Franklin,1,79.79,48,42.89,89.6,8.05
Limenaria,40,71.6,68,40.63,71.6,4.7
Piatra Soimului,0,64.4,55,46.83,64.4,4.7
Siraha,0,75.01,87,26.65,75.01,6.42
Lesnoye,8,63.49,48,58.28,63.49,13.69
Abohar,24,79.51,45,30.15,79.51,2.62
Tarkhanskaya Pot’ma,0,56.29,46,53.93,56.29,12.57
Mizan Teferi,76,62.14,100,6.98,62.14,1.83
Malnate,0,66.58,93,45.8,73.4,2.24
Altwies,0,62.62,88,49.51,64.4,4.7
Bitag,8,74.92,90,17.9,74.92,2.73
Livramento do Brumado,88,70.24,70,-13.65,70.24,10.89
Okhotsk,12,45.04,61,59.38,45.04,8.43
Kulikov,0,64.75,45,50.31,64.75,6.76
Cedar City,1,75.2,23,37.68,75.2,10.29
Caidian,0,71.6,88,30.58,71.6,7.2
Bremen,75,69.8,73,53.08,69.8,12.75
Wallasey,20,61.74,77,53.43,64.4,19.46
Short Hills,1,87.19,40,40.74,91.4,6.93
Sovetskaya,12,64.84,39,44.78,64.84,17.27
Guarulhos,0,71.65,49,-23.45,75.2,8.05
Puerto Rico,68,79.87,85,2.94,79.87,2.73
Piscolt,0,64.4,68,47.58,64.4,4.7
Bungoma,56,59.89,86,0.57,59.89,3.18
Rovato,0,72.59,77,45.57,75.2,4.7
Kalkara,0,69.8,88,35.89,69.8,11.41
Khandbari,44,40.36,74,27.37,40.36,1.5
Libertad,56,74.2,98,8.11,74.2,2.73
Poiana Lacului,0,58.54,63,44.82,58.54,5.97
Cotignola,75,71.02,88,44.38,73.4,5.82
Okemos,1,89.8,43,42.72,91.4,8.05
Bomet,8,53.14,94,-0.78,53.14,4.74
Poeni,0,60.8,67,46.92,60.8,2.17
Orvault,90,63.77,88,47.27,64.4,6.93
Blagoevgrad,0,52.6,85,42.02,52.6,2.06
Golden Gate,40,82.4,78,26.19,82.4,11.41
Economy,40,88.38,38,40.6,91.4,9.17
Spisske Podhradie,20,60.93,87,49,64.4,3.36
Berezniki,88,41.35,90,59.42,41.35,3.62
Krivodanovka,0,42.8,75,55.09,42.8,4.47
Bangued,12,74.02,80,17.6,74.02,4.97
Erlanger,75,86.02,58,39.02,87.8,13.87
Serrapio,20,57.2,93,43.16,57.2,5.82
Staden,20,61.27,87,50.98,68,8.05
Vicosa,20,77,78,-9.4,77,8.05
Banjol,0,68.79,78,44.76,71.6,3.36
Rajgarh,80,76.99,40,30.85,76.99,1.05
Verviers,0,65.14,82,50.58,68,6.93
Balakliya,0,55.4,54,49.46,55.4,6.71
Peris,0,66.22,55,44.68,68,5.82
El Palmar,40,89.6,62,14.65,89.6,13.87
Shakhtersk,0,53.05,74,49.12,53.05,6.2
Northfield,1,79.47,33,44.15,86,9.17
Ganassi,80,69.07,100,7.83,69.07,2.17
Nesterov,0,64.39,64,54.63,64.39,4.07
Urunchi,0,60.8,38,43.8,60.8,2.24
Becerril,80,80.32,100,9.65,80.32,7.76
Balinsacayao,76,78.43,100,10.68,78.43,4.18
Agueda,75,59,93,40.58,59,3.36
Al ‘Atabah,40,78.8,65,30.05,78.8,11.41
Mala Danylivka,0,55.4,54,50.06,55.4,6.71
Otegen Batyr,75,50,81,43.33,50,4.47
Bad Salzungen,75,68,94,50.82,68,13.87
Genc,56,50.44,99,38.75,50.44,2.17
Wau,92,71.05,97,7.7,71.05,6.87
Starodzhereliyevskaya,0,68.35,27,45.59,68.35,20.74
Bekesszentandras,0,68,68,46.87,68,2.24
Gravesend,90,58.32,93,51.43,60.8,11.41
Chiang Kham,90,73.4,94,19.52,73.4,3.36
Redcliff,48,59.8,63,-19.03,59.8,4.41
The Village,40,90.32,43,35.56,93.2,16.11
Valdemarpils,0,60.8,77,57.37,60.8,2.24
Biala Podlaska,0,63.49,68,52.03,63.49,4.74
Manta,68,62.14,63,5.01,62.14,2.73
Condado,40,78.8,74,-7.58,78.8,12.75
Allouez,1,83.59,57,44.48,89.6,14.99
Vozdvizhenka,92,45.67,81,51.45,45.67,3.96
Gonzales Ortega,75,91.4,15,23.18,91.4,6.93
Masyaf,0,63.22,88,35.05,63.22,4.97
Tongole,88,79.15,100,7.26,79.15,5.19
Dajiang,36,75.1,96,22.48,75.1,2.62
Sao Miguel do Tapuio,0,80.32,54,-5.5,80.32,6.64
Tarqui,76,70.87,77,2.11,70.87,2.84
Itacurubi de la Cordillera,0,81.94,38,-25.45,81.94,7.2
Dunn,40,78.62,78,35.31,84.2,5.86
Margraten,8,66.2,82,50.82,69.8,6.93
Lakkoma,20,69.8,60,40.38,69.8,5.82
Ajab Shir,20,62.6,67,37.76,62.6,9.17
Casselberry,90,81.99,88,28.68,87.8,10.29
Acurenam,8,69.61,96,1.03,69.61,2.17
Izmir,40,71.6,56,38.41,71.6,18.34
Sieut,0,59,67,46.98,59,3.36
Castilla,68,80.05,90,12.95,80.05,4.29
Toa Alta,40,84.2,74,18.39,84.2,20.8
Taian,0,58.99,73,36.19,58.99,2.73
Bangui,20,80.6,83,4.3,80.6,5.64
Rionegro,40,76.23,53,6.16,78.8,13.87
Xinshazhou,100,73.66,73,29.85,73.66,5.53
Woodbury,1,82.85,61,39.84,87.8,8.21
Santa Ana,36,70.15,72,-12.87,70.15,1.95
Kornye,0,67.3,77,47.55,69.8,5.82
Leninskoye,0,57.37,95,47.94,57.37,3.62
Priiskovyy,0,42.61,88,54.66,42.61,4.74
Codigoro,40,73.4,88,44.83,73.4,3.36
Dukat,92,31.18,83,62.55,31.18,4.97
Filingue,32,90.04,40,14.35,90.04,10.67
Beaver Dam,1,88.02,45,43.46,91.4,10.29
Yadgir,36,76.45,74,16.77,76.45,7.76
Islamkot,0,88.69,43,24.7,88.69,11.68
Pāoka,20,84.2,32,33.94,84.2,4.7
Soreang,36,62.77,95,-7.03,62.77,1.5
Tagbacan Ibaba,44,78.34,92,13.6,78.34,4.41
Nothomb,0,62.6,88,49.77,62.6,4.7
Nagarote,40,80.6,88,12.27,80.6,4.7
Mouzouras,20,68,72,35.52,68,5.53
Berettyoujfalu,8,64.4,72,47.22,64.4,4.7
San Marco in Lamis,40,71.6,100,41.72,71.6,2.24
Draper,40,70.25,49,40.52,73.4,2.73
Colonia,36,82.39,100,6.64,82.39,0.49
Fontain,64,64.57,98,5.72,64.57,2.62
Montfermeil,48,62.6,88,48.9,64.4,5.82
Lasalgaon,0,74.29,86,20.15,74.29,11.68
Ziway,88,53.41,100,7.93,53.41,2.95
Quebrada de Arena,20,80.59,88,15.77,80.59,1.95
Lozna,0,63.18,63,47.32,64.4,2.24
Dianalund,0,66.2,68,55.53,66.2,5.82
Oreoi,20,64.4,63,38.93,64.4,5.82
Xinying,75,81.84,83,23.19,84.2,6.08
Miramar,40,80.6,74,10.09,80.6,12.75
Zabrze,20,60.8,77,50.31,60.8,3.36
Silkeborg,8,67.39,77,56.17,68,9.17
Ifanadiana,92,61.24,100,-21.3,61.24,3.29
Sitamarhi,8,79.15,76,26.6,79.15,11.45
Argentan,68,62.67,93,48.75,64.4,3.36
Centreville,75,81.75,66,38.84,84.2,5.82
Brooklyn Park,75,88.39,54,45.09,95,16.11
Pappayiannis,0,54.94,96,40.83,54.94,2.06
San Ignacio,40,82.4,58,14.65,82.4,10.29
Himensulan,90,82.4,78,10.6,82.4,3.36
Kabanga,0,57.19,72,-2.62,57.19,2.95
Minns,75,82.4,83,24.7,82.4,12.75
Phillaur,56,93.46,20,31.03,93.46,14.03
Apopa,40,82.02,100,13.81,86,3.36
Niamey,0,93.2,34,13.67,93.2,4.7
Renukut,0,81.22,54,24.2,81.22,6.98
Friedland,75,65.66,100,51.42,66.2,8.05
Dalwangan,64,68.89,100,8.2,68.89,2.95
Ribnica,90,66.83,100,45.74,71.6,1.12
Spanish Lake,90,81.63,61,38.79,82.4,11.41
Botlhapatlou,64,60.16,51,-23.6,60.16,5.53
Vela,0,62.6,59,44.28,62.6,6.93
Sagarejo,75,51.8,87,41.74,51.8,16.11
Kasuga,20,69.53,83,33.53,71.6,2.24
Riverside,1,88.05,52,39.78,89.6,16.11
Rochefort,20,62.58,88,50.17,64.4,6.93
Kinablangan,12,79.42,100,7.69,79.42,6.42
Ameca,0,88.51,48,20.55,88.51,3.4
Yao,75,68.86,68,34.62,69.8,2.24
Swift Current,1,78.8,36,50.28,78.8,18.34
Tayzhina,8,41.89,88,53.67,41.89,2.28
Blackburn,8,59,77,57.2,59,4.7
Chulumani,56,57.19,84,-16.4,57.19,1.39
Lady Lake,90,82.63,88,28.92,86,10.29
Starodubskoye,88,61.51,49,44.61,61.51,13.91
Krasnokumskoye,75,59,67,44.18,59,15.66
Huangshan,88,67.27,97,29.71,67.27,2.17
Ephrata,1,83.73,65,40.18,87.8,5.19
Melong,92,63.67,97,5.12,63.67,2.17
Causwagan,56,74.2,98,8.45,74.2,2.73
Chateauroux,0,59,93,46.81,59,4.7
Nilokheri,32,85.72,35,29.83,85.72,10.22
Hybla Valley,20,80.58,65,38.75,84.2,4.7
Torgau,75,75.9,50,51.57,78.8,10.29
Nizhnyaya Poyma,0,50.98,77,56.16,50.98,5.53
Iguaba Grande,40,73.42,64,-22.83,75.2,5.82
American Canyon,1,83.86,40,38.17,93.2,6.93
Santo Domingo,40,91.4,63,12.27,91.4,4.7
West Islip,1,80.28,69,40.71,89.6,9.17
Pingdu,0,59,100,36.78,59,2.24
Casa Quemada,75,98.6,44,15.12,98.6,3.36
Argos,8,63.04,60,37.63,63.04,2.62
Port Hardy,40,55.4,58,50.72,55.4,19.46
Inverurie,8,59,77,57.27,59,4.7
Taraz,0,59,67,42.9,59,8.95
Dungarpur,0,84.64,48,23.83,84.64,9.78
Urayasu,75,66.18,82,35.66,68,5.3
Kirkconnel,20,61.65,67,55.38,62.6,6.93
Yegros,0,79.87,39,-26.48,79.87,5.97
Carlogani,0,62.6,59,44.52,62.6,6.93
Nizhnepavlovka,90,48.2,76,51.71,48.2,4.47
Burpengary,0,53.47,100,-27.16,55.4,6.93
Buawan,92,77.98,100,8.32,77.98,1.72
Uri,0,68.54,73,47.41,69.8,8.05
Nogliki,0,53.32,57,51.83,53.32,16.71
Can Tho,76,76.54,98,10.03,76.54,4.29
Omaruru,0,51.34,82,-21.43,51.34,2.73
La Fortuna,64,68.89,100,8.28,68.89,2.95
Banqiao,40,81.55,88,25,82.4,2.24
Jamai,56,84.19,38,22.2,84.19,5.97
Glazunovka,0,51.79,65,52.5,51.79,8.21
Boueni,0,75.2,94,-12.9,75.2,10.67
Debrecen,8,64.4,72,47.53,64.4,4.7
Lucena,8,76.36,95,10.88,76.36,7.76
Comblain-au-Pont,20,64.78,88,50.47,68,6.93
Winterswijk,90,65.01,93,51.97,66.2,4.7
Suciu de Sus,0,64.4,63,47.43,64.4,2.24
Gighera,0,62.6,59,43.85,62.6,6.93
Zhurivka,0,59,51,50.5,59,4.47
Velykoploske,0,68,49,47.01,68,9.17
Tulua,40,82.4,54,4.08,82.4,4.7
Michalovce,0,64.4,59,48.75,64.4,9.17
Des Plaines,1,83.55,58,42.03,89.6,8.05
Sakaidechō,100,64.21,100,34.32,64.21,6.87
Solana Beach,90,66.94,68,32.99,73.4,10.29
San Josecito,40,80.6,65,10.02,80.6,13.87
Kingston,20,84,54,42.94,89.6,10.29
Tagakpan,75,77,100,7.11,77,5.82
Vaike-Maarja,0,64.12,36,59.13,64.12,12.68
Lohercannan,32,62.77,98,52.27,62.77,3.06
Selkirk,90,86,40,50.15,86,9.17
Warrenville,1,85.44,58,41.82,89.6,8.05
Tabasalu,0,60.8,51,59.43,60.8,10.29
Kovrov,0,59.71,44,56.36,59.71,13.02
Convento,0,67.72,100,-25.58,67.72,6.42
Ryabovo,0,62.6,48,59.4,62.6,8.95
Rheine,0,66.2,93,52.28,66.2,3.36
Sirjan,100,71.59,21,29.45,71.59,3.85
Carmaux,24,57.2,87,44.05,57.2,4.7
Vārpas,0,60.8,72,56.71,60.8,4.7
Mangotsfield,75,62.91,100,51.49,64.4,11.41
Marintoc,64,83.38,97,12.29,83.38,10.56
La Celia,40,78.8,69,5.04,78.8,5.82
Rakai,8,59.89,89,-0.72,59.89,3.29
Maturin,40,87.8,48,9.75,87.8,8.66
Razdolnoye,75,53.6,100,43.55,53.6,6.2
Fords,40,86.56,45,40.53,91.4,8.05
Ayia Trias,20,71.6,46,38.35,71.6,3.36
Fenton,40,89.6,43,42.8,93.2,8.05
Rapid City,90,62.96,72,44.08,68,9.17
Province of Negros Occidental,56,74.38,100,10.41,74.38,2.84
